Question Title,Difficulty,URL,Total Accepted,Total Submissions,Paid Only
Count the Number of Substrings With Dominant Ones,Medium,https://leetcode.com/problems/count-the-number-of-substrings-with-dominant-ones/,8450,50981,No
Check if the Rectangle Corner Is Reachable,Hard,https://leetcode.com/problems/check-if-the-rectangle-corner-is-reachable/,7139,26847,No
Minimum Operations to Make Binary Array Elements Equal to One II,Medium,https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-ii/,39123,61379,No
Find Minimum Operations to Make All Elements Divisible by Three,Easy,https://leetcode.com/problems/find-minimum-operations-to-make-all-elements-divisible-by-three/,118647,133815,No
Minimum Operations to Make Binary Array Elements Equal to One I,Medium,https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-i/,190088,236049,No
Minimum Average of Smallest and Largest Elements,Easy,https://leetcode.com/problems/minimum-average-of-smallest-and-largest-elements/,85105,100552,No
Maximum Score From Grid Operations,Hard,https://leetcode.com/problems/maximum-score-from-grid-operations/,2289,9869,No
Maximum Height of a Triangle,Easy,https://leetcode.com/problems/maximum-height-of-a-triangle/,40221,93530,No
Find the Encrypted String,Easy,https://leetcode.com/problems/find-the-encrypted-string/,60407,89066,No
Number of Subarrays With AND Value of K,Hard,https://leetcode.com/problems/number-of-subarrays-with-and-value-of-k/,12151,36248,No
Maximize Total Cost of Alternating Subarrays,Medium,https://leetcode.com/problems/maximize-total-cost-of-alternating-subarrays/,23122,81258,No
Alternating Groups I,Easy,https://leetcode.com/problems/alternating-groups-i/,61159,90849,No
Vowels Game in a String,Medium,https://leetcode.com/problems/vowels-game-in-a-string/,41404,66978,No
Find the Minimum Area to Cover All Ones I,Medium,https://leetcode.com/problems/find-the-minimum-area-to-cover-all-ones-i/,42986,60469,No
Count the Number of Inversions,Hard,https://leetcode.com/problems/count-the-number-of-inversions/,7624,23500,No
Find the Minimum Area to Cover All Ones II,Hard,https://leetcode.com/problems/find-the-minimum-area-to-cover-all-ones-ii/,5149,14443,No
Find the Maximum Length of a Good Subsequence I,Medium,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-i/,20324,65182,No
Minimum Length of String After Operations,Medium,https://leetcode.com/problems/minimum-length-of-string-after-operations/,186530,248949,No
Minimum Operations to Make Array Equal to Target,Hard,https://leetcode.com/problems/minimum-operations-to-make-array-equal-to-target/,17419,45209,No
Generate Binary Strings Without Adjacent Zeros,Medium,https://leetcode.com/problems/generate-binary-strings-without-adjacent-zeros/,54551,62824,No
Find the Maximum Length of a Good Subsequence II,Hard,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-ii/,7852,33316,No
String Compression III,Medium,https://leetcode.com/problems/string-compression-iii/,189653,278852,No
Find the Child Who Has the Ball After K Seconds,Easy,https://leetcode.com/problems/find-the-child-who-has-the-ball-after-k-seconds/,52968,86181,No
Clear Digits,Easy,https://leetcode.com/problems/clear-digits/,237798,287993,No
Find the Number of Good Pairs I,Easy,https://leetcode.com/problems/find-the-number-of-good-pairs-i/,78501,91870,No
Lexicographically Minimum String After Removing Stars,Medium,https://leetcode.com/problems/lexicographically-minimum-string-after-removing-stars/,28780,81810,No
Find the Number of Good Pairs II,Medium,https://leetcode.com/problems/find-the-number-of-good-pairs-ii/,27240,105070,No
Maximum Total Reward Using Operations II,Hard,https://leetcode.com/problems/maximum-total-reward-using-operations-ii/,7479,36612,No
Maximum Total Reward Using Operations I,Medium,https://leetcode.com/problems/maximum-total-reward-using-operations-i/,27560,92779,No
Find Minimum Diameter After Merging Two Trees,Hard,https://leetcode.com/problems/find-minimum-diameter-after-merging-two-trees/,73248,127211,No
Peaks in Array,Hard,https://leetcode.com/problems/peaks-in-array/,10030,38723,No
Maximum Total Damage With Spell Casting,Medium,https://leetcode.com/problems/maximum-total-damage-with-spell-casting/,28387,103542,No
Find Subarray With Bitwise OR Closest to K,Hard,https://leetcode.com/problems/find-subarray-with-bitwise-or-closest-to-k/,13424,45612,No
Block Placement Queries,Hard,https://leetcode.com/problems/block-placement-queries/,8158,51178,No
Find the Number of Distinct Colors Among the Balls,Medium,https://leetcode.com/problems/find-the-number-of-distinct-colors-among-the-balls/,163050,300750,No
Find the Minimum Cost Array Permutation,Hard,https://leetcode.com/problems/find-the-minimum-cost-array-permutation/,5190,23072,No
Count Days Without Meetings,Medium,https://leetcode.com/problems/count-days-without-meetings/,167347,349975,No
Special Array I,Easy,https://leetcode.com/problems/special-array-i/,233326,285097,No
Find the XOR of Numbers Which Appear Twice,Easy,https://leetcode.com/problems/find-the-xor-of-numbers-which-appear-twice/,58645,73801,No
Special Array II,Medium,https://leetcode.com/problems/special-array-ii/,132262,289644,No
Minimum Number of Chairs in a Waiting Room,Easy,https://leetcode.com/problems/minimum-number-of-chairs-in-a-waiting-room/,61282,77911,No
Maximum Sum of Subsequence With Non-adjacent Elements,Hard,https://leetcode.com/problems/maximum-sum-of-subsequence-with-non-adjacent-elements/,6719,42089,No
Find the N-th Value After K Seconds,Medium,https://leetcode.com/problems/find-the-n-th-value-after-k-seconds/,41052,76593,No
Count Pairs That Form a Complete Day I,Easy,https://leetcode.com/problems/count-pairs-that-form-a-complete-day-i/,66473,85898,No
Find Occurrences of an Element in an Array,Medium,https://leetcode.com/problems/find-occurrences-of-an-element-in-an-array/,44004,60902,No
Maximum Points Inside the Square,Medium,https://leetcode.com/problems/maximum-points-inside-the-square/,18928,50052,No
Count Pairs That Form a Complete Day II,Medium,https://leetcode.com/problems/count-pairs-that-form-a-complete-day-ii/,43824,102300,No
Sum of Digit Differences of All Pairs,Medium,https://leetcode.com/problems/sum-of-digit-differences-of-all-pairs/,25930,61316,No
Check if Grid Satisfies Conditions,Easy,https://leetcode.com/problems/check-if-grid-satisfies-conditions/,37587,86947,No
Find Number of Ways to Reach the K-th Stair,Hard,https://leetcode.com/problems/find-number-of-ways-to-reach-the-k-th-stair/,13110,36678,No
Find The First Player to win K Games in a Row,Medium,https://leetcode.com/problems/find-the-first-player-to-win-k-games-in-a-row/,33170,84443,No
Permutation Difference between Two Strings,Easy,https://leetcode.com/problems/permutation-difference-between-two-strings/,88458,101629,No
Find Products of Elements of Big Array,Hard,https://leetcode.com/problems/find-products-of-elements-of-big-array/,2396,11181,No
Count the Number of Special Characters I,Easy,https://leetcode.com/problems/count-the-number-of-special-characters-i/,54213,83370,No
Find All Possible Stable Binary Arrays II,Hard,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-ii/,3604,14179,No
Find All Possible Stable Binary Arrays I,Medium,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-i/,8766,33778,No
Count the Number of Special Characters II,Medium,https://leetcode.com/problems/count-the-number-of-special-characters-ii/,35163,84286,No
Minimum Number of Operations to Satisfy Conditions,Medium,https://leetcode.com/problems/minimum-number-of-operations-to-satisfy-conditions/,16244,40565,No
Minimum Substring Partition of Equal Character Frequency,Medium,https://leetcode.com/problems/minimum-substring-partition-of-equal-character-frequency/,15424,39866,No
Minimum Cost to Equalize Array,Hard,https://leetcode.com/problems/minimum-cost-to-equalize-array/,5363,30481,No
Find the Integer Added to Array II,Medium,https://leetcode.com/problems/find-the-integer-added-to-array-ii/,23401,74155,No
Make a Square with the Same Color,Easy,https://leetcode.com/problems/make-a-square-with-the-same-color/,29963,58091,No
Find the Integer Added to Array I,Easy,https://leetcode.com/problems/find-the-integer-added-to-array-i/,68444,83611,No
Valid Word,Easy,https://leetcode.com/problems/valid-word/,50534,131549,No
Minimum Length of Anagram Concatenation,Medium,https://leetcode.com/problems/minimum-length-of-anagram-concatenation/,30280,74707,No
Minimum Array End,Medium,https://leetcode.com/problems/minimum-array-end/,104571,188063,No
Maximum Difference Score in a Grid,Medium,https://leetcode.com/problems/maximum-difference-score-in-a-grid/,20050,43165,No
Minimum Rectangles to Cover Points,Medium,https://leetcode.com/problems/minimum-rectangles-to-cover-points/,29125,46982,No
Minimum Time to Visit Disappearing Nodes,Medium,https://leetcode.com/problems/minimum-time-to-visit-disappearing-nodes/,22294,63476,No
Right Triangles,Medium,https://leetcode.com/problems/right-triangles/,20696,44458,No
Minimum Operations to Make Median of Array Equal to K,Medium,https://leetcode.com/problems/minimum-operations-to-make-median-of-array-equal-to-k/,27211,58582,No
Find Edges in Shortest Paths,Hard,https://leetcode.com/problems/find-edges-in-shortest-paths/,14656,32409,No
Minimum Number of Operations to Make Word K-Periodic,Medium,https://leetcode.com/problems/minimum-number-of-operations-to-make-word-k-periodic/,25962,43641,No
Taking Maximum Energy From the Mystic Dungeon,Medium,https://leetcode.com/problems/taking-maximum-energy-from-the-mystic-dungeon/,31650,77503,No
Find the Number of Subarrays Where Boundary Elements Are Maximum,Hard,https://leetcode.com/problems/find-the-number-of-subarrays-where-boundary-elements-are-maximum/,11382,38566,No
Shortest Subarray With OR at Least K I,Easy,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-i/,33373,78697,No
Shortest Subarray With OR at Least K II,Medium,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-ii/,95426,189678,No
Score of a String,Easy,https://leetcode.com/problems/score-of-a-string/,340124,369801,No
Longest Common Suffix Queries,Hard,https://leetcode.com/problems/longest-common-suffix-queries/,11676,31821,No
Kth Smallest Amount With Single Denomination Combination,Hard,https://leetcode.com/problems/kth-smallest-amount-with-single-denomination-combination/,10026,55251,No
Count Alternating Subarrays,Medium,https://leetcode.com/problems/count-alternating-subarrays/,39399,69371,No
Maximum Prime Difference,Medium,https://leetcode.com/problems/maximum-prime-difference/,42875,75020,No
Longest Strictly Increasing or Strictly Decreasing Subarray,Easy,https://leetcode.com/problems/longest-strictly-increasing-or-strictly-decreasing-subarray/,201307,309270,No
Harshad Number,Easy,https://leetcode.com/problems/harshad-number/,79002,95120,No
Find the Sum of Encrypted Integers,Easy,https://leetcode.com/problems/find-the-sum-of-encrypted-integers/,52856,72112,No
Minimum Sum of Values by Dividing Array,Hard,https://leetcode.com/problems/minimum-sum-of-values-by-dividing-array/,5780,21445,No
Most Frequent IDs,Medium,https://leetcode.com/problems/most-frequent-ids/,21813,52784,No
Find the Median of the Uniqueness Array,Hard,https://leetcode.com/problems/find-the-median-of-the-uniqueness-array/,7063,25549,No
Latest Time You Can Obtain After Replacing Characters,Easy,https://leetcode.com/problems/latest-time-you-can-obtain-after-replacing-characters/,37341,105435,No
Minimum Deletions to Make String K-Special,Medium,https://leetcode.com/problems/minimum-deletions-to-make-string-k-special/,22113,50066,No
Shortest Uncommon Substring in an Array,Medium,https://leetcode.com/problems/shortest-uncommon-substring-in-an-array/,27340,57964,No
Minimum Levels to Gain More Points,Medium,https://leetcode.com/problems/minimum-levels-to-gain-more-points/,24262,62501,No
Replace Question Marks in String to Minimize Its Value,Medium,https://leetcode.com/problems/replace-question-marks-in-string-to-minimize-its-value/,15226,55284,No
Existence of a Substring in a String and Its Reverse,Easy,https://leetcode.com/problems/existence-of-a-substring-in-a-string-and-its-reverse/,49958,76358,No
Maximize Happiness of Selected Children,Medium,https://leetcode.com/problems/maximize-happiness-of-selected-children/,179019,326689,No
Distribute Elements Into Two Arrays II,Hard,https://leetcode.com/problems/distribute-elements-into-two-arrays-ii/,12345,42578,No
Maximum Length Substring With Two Occurrences,Easy,https://leetcode.com/problems/maximum-length-substring-with-two-occurrences/,49267,78189,No
Minimum Cost Walk in Weighted Graph,Hard,https://leetcode.com/problems/minimum-cost-walk-in-weighted-graph/,99509,144966,No
Distribute Elements Into Two Arrays I,Easy,https://leetcode.com/problems/distribute-elements-into-two-arrays-i/,51784,71204,No
Lexicographically Smallest String After Operations With Constraint,Medium,https://leetcode.com/problems/lexicographically-smallest-string-after-operations-with-constraint/,27119,43721,No
Find the Sum of the Power of All Subsequences,Hard,https://leetcode.com/problems/find-the-sum-of-the-power-of-all-subsequences/,8241,22817,No
Minimize Manhattan Distances,Hard,https://leetcode.com/problems/minimize-manhattan-distances/,9417,30191,No
Count Submatrices with Top-Left Element and Sum Less Than k,Medium,https://leetcode.com/problems/count-submatrices-with-top-left-element-and-sum-less-than-k/,28066,49342,No
Count Substrings Starting and Ending with Given Character,Medium,https://leetcode.com/problems/count-substrings-starting-and-ending-with-given-character/,40716,83652,No
Water Bottles II,Medium,https://leetcode.com/problems/water-bottles-ii/,37430,60348,No
Minimum Operations to Write the Letter Y on a Grid,Medium,https://leetcode.com/problems/minimum-operations-to-write-the-letter-y-on-a-grid/,22559,36978,No
